file_path,file_name,file_extension,label,width,height,channels
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-795-t.png,CPH-Gammarus sp.-795-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1003-t.png,CPH-Gammarus sp.-1003-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1497-t.png,CPH-Gammarus sp.-1497-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1046-t.png,CPH-Gammarus sp.-1046-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1302-t.png,CPH-Gammarus sp.-1302-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1347-t.png,CPH-Gammarus sp.-1347-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-987-t.png,CPH-Gammarus sp.-987-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1532-t.png,CPH-Gammarus sp.-1532-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-822-t.png,CPH-Gammarus sp.-822-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-867-t.png,CPH-Gammarus sp.-867-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1676-t.png,CPH-Gammarus sp.-1676-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1633-t.png,CPH-Gammarus sp.-1633-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1166-t.png,CPH-Gammarus sp.-1166-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1123-t.png,CPH-Gammarus sp.-1123-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-771-t.png,CPH-Gammarus sp.-771-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1267-t.png,CPH-Gammarus sp.-1267-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1222-t.png,CPH-Gammarus sp.-1222-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1412-t.png,CPH-Gammarus sp.-1412-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1457-t.png,CPH-Gammarus sp.-1457-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1086-t.png,CPH-Gammarus sp.-1086-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-947-t.png,CPH-Gammarus sp.-947-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-902-t.png,CPH-Gammarus sp.-902-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1713-t.png,CPH-Gammarus sp.-1713-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1387-t.png,CPH-Gammarus sp.-1387-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1199-t.png,CPH-Gammarus sp.-1199-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1548-t.png,CPH-Gammarus sp.-1548-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1265-t.png,CPH-Gammarus sp.-1265-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1220-t.png,CPH-Gammarus sp.-1220-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1649-t.png,CPH-Gammarus sp.-1649-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1298-t.png,CPH-Gammarus sp.-1298-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-773-t.png,CPH-Gammarus sp.-773-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-858-t.png,CPH-Gammarus sp.-858-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1164-t.png,CPH-Gammarus sp.-1164-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1121-t.png,CPH-Gammarus sp.-1121-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1711-t.png,CPH-Gammarus sp.-1711-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1385-t.png,CPH-Gammarus sp.-1385-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1079-t.png,CPH-Gammarus sp.-1079-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-945-t.png,CPH-Gammarus sp.-945-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-900-t.png,CPH-Gammarus sp.-900-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1410-t.png,CPH-Gammarus sp.-1410-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1455-t.png,CPH-Gammarus sp.-1455-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1084-t.png,CPH-Gammarus sp.-1084-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1378-t.png,CPH-Gammarus sp.-1378-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-985-t.png,CPH-Gammarus sp.-985-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1468-t.png,CPH-Gammarus sp.-1468-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1300-t.png,CPH-Gammarus sp.-1300-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1345-t.png,CPH-Gammarus sp.-1345-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1001-t.png,CPH-Gammarus sp.-1001-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1495-t.png,CPH-Gammarus sp.-1495-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1044-t.png,CPH-Gammarus sp.-1044-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-978-t.png,CPH-Gammarus sp.-978-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1631-t.png,CPH-Gammarus sp.-1631-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-820-t.png,CPH-Gammarus sp.-820-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-865-t.png,CPH-Gammarus sp.-865-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1159-t.png,CPH-Gammarus sp.-1159-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1588-t.png,CPH-Gammarus sp.-1588-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1575-t.png,CPH-Gammarus sp.-1575-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1530-t.png,CPH-Gammarus sp.-1530-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-898-t.png,CPH-Gammarus sp.-898-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1689-t.png,CPH-Gammarus sp.-1689-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1258-t.png,CPH-Gammarus sp.-1258-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1025-t.png,CPH-Gammarus sp.-1025-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1060-t.png,CPH-Gammarus sp.-1060-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-919-t.png,CPH-Gammarus sp.-919-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1324-t.png,CPH-Gammarus sp.-1324-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1361-t.png,CPH-Gammarus sp.-1361-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1409-t.png,CPH-Gammarus sp.-1409-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-797-t.png,CPH-Gammarus sp.-797-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1239-t.png,CPH-Gammarus sp.-1239-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1551-t.png,CPH-Gammarus sp.-1551-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1180-t.png,CPH-Gammarus sp.-1180-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1514-t.png,CPH-Gammarus sp.-1514-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-804-t.png,CPH-Gammarus sp.-804-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-841-t.png,CPH-Gammarus sp.-841-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1138-t.png,CPH-Gammarus sp.-1138-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1281-t.png,CPH-Gammarus sp.-1281-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1650-t.png,CPH-Gammarus sp.-1650-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1615-t.png,CPH-Gammarus sp.-1615-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-839-t.png,CPH-Gammarus sp.-839-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1591-t.png,CPH-Gammarus sp.-1591-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1140-t.png,CPH-Gammarus sp.-1140-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1105-t.png,CPH-Gammarus sp.-1105-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1628-t.png,CPH-Gammarus sp.-1628-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-757-t.png,CPH-Gammarus sp.-757-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1241-t.png,CPH-Gammarus sp.-1241-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1690-t.png,CPH-Gammarus sp.-1690-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1204-t.png,CPH-Gammarus sp.-1204-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1529-t.png,CPH-Gammarus sp.-1529-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-881-t.png,CPH-Gammarus sp.-881-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1319-t.png,CPH-Gammarus sp.-1319-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1434-t.png,CPH-Gammarus sp.-1434-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1471-t.png,CPH-Gammarus sp.-1471-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1018-t.png,CPH-Gammarus sp.-1018-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-961-t.png,CPH-Gammarus sp.-961-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-924-t.png,CPH-Gammarus sp.-924-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-800-t.png,CPH-Gammarus sp.-800-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-845-t.png,CPH-Gammarus sp.-845-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1179-t.png,CPH-Gammarus sp.-1179-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1285-t.png,CPH-Gammarus sp.-1285-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1654-t.png,CPH-Gammarus sp.-1654-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1611-t.png,CPH-Gammarus sp.-1611-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-793-t.png,CPH-Gammarus sp.-793-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1278-t.png,CPH-Gammarus sp.-1278-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1555-t.png,CPH-Gammarus sp.-1555-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1184-t.png,CPH-Gammarus sp.-1184-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1510-t.png,CPH-Gammarus sp.-1510-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1320-t.png,CPH-Gammarus sp.-1320-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1365-t.png,CPH-Gammarus sp.-1365-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1099-t.png,CPH-Gammarus sp.-1099-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1448-t.png,CPH-Gammarus sp.-1448-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1021-t.png,CPH-Gammarus sp.-1021-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1064-t.png,CPH-Gammarus sp.-1064-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-958-t.png,CPH-Gammarus sp.-958-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1398-t.png,CPH-Gammarus sp.-1398-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1059-t.png,CPH-Gammarus sp.-1059-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1488-t.png,CPH-Gammarus sp.-1488-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-965-t.png,CPH-Gammarus sp.-965-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-920-t.png,CPH-Gammarus sp.-920-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1696-v.png,CPH-Gammarus sp.-1696-v.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1358-t.png,CPH-Gammarus sp.-1358-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-998-t.png,CPH-Gammarus sp.-998-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1430-t.png,CPH-Gammarus sp.-1430-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1475-t.png,CPH-Gammarus sp.-1475-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1245-t.png,CPH-Gammarus sp.-1245-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1694-t.png,CPH-Gammarus sp.-1694-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1200-t.png,CPH-Gammarus sp.-1200-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1568-t.png,CPH-Gammarus sp.-1568-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-885-t.png,CPH-Gammarus sp.-885-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-878-t.png,CPH-Gammarus sp.-878-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1144-t.png,CPH-Gammarus sp.-1144-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1101-t.png,CPH-Gammarus sp.-1101-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1669-t.png,CPH-Gammarus sp.-1669-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-753-t.png,CPH-Gammarus sp.-753-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1414-t.png,CPH-Gammarus sp.-1414-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1451-t.png,CPH-Gammarus sp.-1451-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1080-t.png,CPH-Gammarus sp.-1080-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1339-t.png,CPH-Gammarus sp.-1339-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1715-t.png,CPH-Gammarus sp.-1715-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1381-t.png,CPH-Gammarus sp.-1381-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1038-t.png,CPH-Gammarus sp.-1038-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-941-t.png,CPH-Gammarus sp.-941-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1226-v.png,CPH-Gammarus sp.-1226-v.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-904-t.png,CPH-Gammarus sp.-904-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1608-t.png,CPH-Gammarus sp.-1608-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-777-t.png,CPH-Gammarus sp.-777-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-819-t.png,CPH-Gammarus sp.-819-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1160-t.png,CPH-Gammarus sp.-1160-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1125-t.png,CPH-Gammarus sp.-1125-t.png,.png,Gammarus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1509-t.png,CPH-Gammarus sp.-1509-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1261-t.png,CPH-Gammarus sp.-1261-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1224-t.png,CPH-Gammarus sp.-1224-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1571-t.png,CPH-Gammarus sp.-1571-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1534-t.png,CPH-Gammarus sp.-1534-t.png,.png,Gammarus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Gammarus sp/CPH-Gammarus sp.-1219-t.png,CPH-Gammarus sp.-1219-t.png,.png,Gammarus sp,600,338,3
